yourlist:M20211110A084FC58F6BBA219896F365D15F2EB442C8B28F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YLR438W	P07991	OAT_YEAST	reviewed	Ornithine aminotransferase (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	CAR2 CARGB YLR438W L9753.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	424
YMR226C	Q05016	YM71_YEAST	reviewed	NADP-dependent 3-hydroxy acid dehydrogenase (L-allo-threonine dehydrogenase) (EC 1.1.1.381)	YMR226C YM9959.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
YKL029C	P36013	MAOM_YEAST	reviewed	NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38)	MAE1 YKL029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
YHL021C	P23180	AIM17_YEAST	reviewed	Probable oxidoreductase AIM17 (EC 1.14.11.-) (Altered inheritance of mitochondria protein 17, mitochondrial) (Found in mitochondrial proteome protein 12)	AIM17 FMP12 YHL021C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
YAL039C	P06182	CCHL_YEAST	reviewed	Holocytochrome-c synthase (EC 4.4.1.17) (Cytochrome c heme lyase) (CCHL)	CYC3 YAL039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
YDL204W	Q12443	RTN2_YEAST	reviewed	Reticulon-like protein 2	RTN2 YDL204W D1062	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
YKR097W	P10963	PCKA_YEAST	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	PCK1 PEPC PPC1 YKR097W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
YMR031C	Q05050	EIS1_YEAST	reviewed	Eisosome protein 1	EIS1 YMR031C YM9973.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	843
YMR255W	Q04839	GFD1_YEAST	reviewed	mRNA transport factor GFD1 (Good for full DBP5 activity protein 1)	GFD1 YMR255W YM9920.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	188
YER044C	P40030	ERG28_YEAST	reviewed	Ergosterol biosynthetic protein 28	ERG28 BUD18 YER044C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YOR347C	P52489	KPYK2_YEAST	reviewed	Pyruvate kinase 2 (PK 2) (EC 2.7.1.40)	PYK2 YOR347C O6342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
YMR214W	P25303	SCJ1_YEAST	reviewed	DnaJ-related protein SCJ1 (J protein SCJ1)	SCJ1 YMR214W YM8261.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	377
YPL212C	Q12211	PUS1_YEAST	reviewed	tRNA pseudouridine synthase 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase 1) (tRNA-uridine isomerase 1)	PUS1 YPL212C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	544
YBR281C	P38149	DUG2_YEAST	reviewed	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	DUG2 YBR281C YBR2018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	878
YPR062W	Q12178	FCY1_YEAST	reviewed	Cytosine deaminase (yCD) (EC 3.5.4.1) (Cytosine aminohydrolase) (Fluorocytosine resistance protein 1)	FCY1 YPR062W YP9499.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	158
YKL165C	P36051	MCD4_YEAST	reviewed	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (Morphogenesis checkpoint-dependent protein 4) (Supersecretion of u-PA protein 21)	MCD4 FSR2 SSU21 ZRG16 YKL165C YKL619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	919
YMR229C	Q05022	RRP5_YEAST	reviewed	rRNA biogenesis protein RRP5 (Ribosomal RNA-processing protein 5) (U3 small nucleolar RNA-associated protein RRP5) (U3 snoRNA-associated protein RRP5)	RRP5 FMI1 YMR229C YM9959.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1729
YER136W	P39958	GDI1_YEAST	reviewed	Rab GDP-dissociation inhibitor (Rab GDI) (Secretory pathway GDP dissociation inhibitor)	GDI1 SEC19 YER136W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
YKL024C	P15700	KCY_YEAST	reviewed	Uridylate kinase (UK) (EC 2.7.4.14) (ATP:UMP phosphotransferase) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Suppressor of cdc8 protein) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	URA6 SOC8 YKL024C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	204
YBR082C	P15731	UBC4_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 4 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 4) (Ubiquitin carrier protein 4) (Ubiquitin-protein ligase 4)	UBC4 YBR082C YBR0745	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YDL100C	Q12154	GET3_YEAST	reviewed	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	GET3 ARR4 YDL100C D2371	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	354
YDR168W	P06101	CDC37_YEAST	reviewed	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
YLR121C	Q12303	YPS3_YEAST	reviewed	Aspartic proteinase yapsin-3 (EC 3.4.23.-)	YPS3 YLR121C L2964 L9233.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	508
YBR085C-A	O43137	YB085_YEAST	reviewed	Uncharacterized protein YBR085C-A	YBR085C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85
YGL027C	P53008	CWH41_YEAST	reviewed	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I) (Glucosidase I)	CWH41 GLS1 YGL027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	833
YGR155W	P32582	CBS_YEAST	reviewed	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase) (Sulfur transfer protein 4)	CYS4 STR4 YGR155W G6667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
YKL104C	P14742	GFA1_YEAST	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (GFAT) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase)	GFA1 YKL104C YKL457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	717
YOR374W	P46367	ALDH4_YEAST	reviewed	Potassium-activated aldehyde dehydrogenase, mitochondrial (EC 1.2.1.5) (K(+)-activated acetaldehyde dehydrogenase) (K(+)-ACDH)	ALD4 ALD7 ALDH2 YOR374W O6730	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	519
YER073W	P40047	ALDH5_YEAST	reviewed	Aldehyde dehydrogenase 5, mitochondrial (EC 1.2.1.5)	ALD5 ALD3 ALDH5 YER073W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
YHL032C	P32190	GLPK_YEAST	reviewed	Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	GUT1 YHL032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709
YKL001C	Q02196	KAPS_YEAST	reviewed	Adenylyl-sulfate kinase (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase) (APS kinase)	MET14 YKL001C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202
YDL182W	P48570	HOSC_YEAST	reviewed	Homocitrate synthase, cytosolic isozyme (HCS) (EC 2.3.3.14)	LYS20 YDL182W D1298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
YDL192W	P11076	ARF1_YEAST	reviewed	ADP-ribosylation factor 1	ARF1 YDL192W D1244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
YDL095W	P33775	PMT1_YEAST	reviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (EC 2.4.1.109)	PMT1 YDL095W D2390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	817
YKR042W	P36135	UTH1_YEAST	reviewed	Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1)	UTH1 YKR042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
YJL116C	P46955	NCA3_YEAST	reviewed	Beta-glucosidase-like protein NCA3, mitochondrial	NCA3 YJL116C J0748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	337
YPR173C	P52917	VPS4_YEAST	reviewed	Vacuolar protein sorting-associated protein 4 (DOA4-independent degradation protein 6) (Protein END13) (Vacuolar protein-targeting protein 10)	VPS4 CSC1 DID6 END13 GRD13 VPL4 VPT10 YPR173C P9705.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
YDR098C	Q03835	GLRX3_YEAST	reviewed	Monothiol glutaredoxin-3	GRX3 YDR098C YD8557.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
YDR272W	Q05584	GLO2_YEAST	reviewed	Hydroxyacylglutathione hydrolase, cytoplasmic isozyme (EC 3.1.2.6) (Glyoxalase II) (Glx II)	GLO2 YDR272W D9954.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
YPR127W	Q06494	PLR1_YEAST	reviewed	Putative pyridoxal reductase (PL reductase) (PL-red) (EC 1.1.1.65)	YPR127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345
YAR015W	P27616	PUR7_YEAST	reviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	ADE1 YAR015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306
YLL024C	P10592	HSP72_YEAST	reviewed	Heat shock protein SSA2	SSA2 YLL024C L0931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	639
YJL060W	P47039	BNA3_YEAST	reviewed	Probable kynurenine--oxoglutarate transaminase BNA3 (EC 2.6.1.7) (Biosynthesis of nicotinic acid protein 3) (Kynurenine aminotransferase)	BNA3 YJL060W J1138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
YHR190W	P29704	FDFT_YEAST	reviewed	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)	ERG9 YHR190W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
YGL191W	P32799	COX13_YEAST	reviewed	Cytochrome c oxidase subunit 13, mitochondrial (Cytochrome c oxidase polypeptide VIa)	COX13 YGL191W G1341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
YGR130C	P53278	YG3A_YEAST	reviewed	Uncharacterized protein YGR130C	YGR130C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	816
YML074C	P38911	FKBP3_YEAST	reviewed	FK506-binding nuclear protein (EC 5.2.1.8) (FKBP-70) (Nucleolar proline isomerase) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Proline rotamase)	FPR3 NPI46 YML074C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YML056C	P50094	IMDH4_YEAST	reviewed	Inosine-5'-monophosphate dehydrogenase 4 (IMP dehydrogenase 4) (IMPD 4) (IMPDH 4) (EC 1.1.1.205)	IMD4 YML056C YM9958.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	524
YDL022W	Q00055	GPD1_YEAST	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 (EC 1.1.1.8)	GPD1 DAR1 HOR1 OSG1 YDL022W D2830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	391
YNL160W	P38616	YGP1_YEAST	reviewed	Protein YGP1 (GP38)	YGP1 YNL160W N1731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	354
YMR246W	P47912	LCF4_YEAST	reviewed	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Fatty acid activator 4) (Fatty acyl-CoA synthetase) (FACS) (Long-chain acyl-CoA synthetase 4)	FAA4 YMR246W YM9408.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694
YPR074C	P23254	TKT1_YEAST	reviewed	Transketolase 1 (TK 1) (EC 2.2.1.1)	TKL1 YPR074C YP9499.29C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	680
YBR252W	P33317	DUT_YEAST	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT1 YBR252W YBR1705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
YCR005C	P08679	CISY2_YEAST	reviewed	Citrate synthase, peroxisomal (EC 2.3.3.16)	CIT2 YCR005C YCR043 YCR5C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460
YGR078C	P48363	PFD3_YEAST	reviewed	Prefoldin subunit 3 (Genes involved in microtubule biogenesis protein 2) (Gim complex subunit 2) (GimC subunit 2)	PAC10 GIM2 PFD3 YGR078C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
YFL045C	P07283	PMM_YEAST	reviewed	Phosphomannomutase (PMM) (EC 5.4.2.8)	SEC53 ALG4 YFL045C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
YGR279C	P53334	SCW4_YEAST	reviewed	Probable family 17 glucosidase SCW4 (EC 3.2.1.-) (Soluble cell wall protein 4)	SCW4 YGR279C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	386
YPL097W	P48527	SYYM_YEAST	reviewed	Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	MSY1 YPL097W LPG11W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
YPL190C	P38996	NAB3_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 3	NAB3 HMD1 YPL190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
YHR018C	P04076	ARLY_YEAST	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	ARG4 YHR018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
YDR394W	P33298	PRS6B_YEAST	reviewed	26S proteasome regulatory subunit 6B homolog (Protein YNT1) (Tat-binding homolog 2)	RPT3 YNT1 YTA2 YDR394W D9509.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
YGR061C	P38972	PUR4_YEAST	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	ADE6 YGR061C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1358
YPR149W	Q12207	NCE2_YEAST	reviewed	Non-classical export protein 2	NCE102 NCE2 RTG2S2 YPR149W P9659.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173
YGR200C	P42935	ELP2_YEAST	reviewed	Elongator complex protein 2 (Gamma-toxin target 2)	ELP2 TOT2 YGR200C G7725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	788
YBL047C	P34216	EDE1_YEAST	reviewed	EH domain-containing and endocytosis protein 1 (Bud site selection protein 15)	EDE1 BUD15 YBL047C YBL0501 YBL0520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1381
YEL047C	P32614	FRDS_YEAST	reviewed	Fumarate reductase 1 (FRDS1) (EC 1.3.1.6) (FAD-dependent oxidoreductase) (NADH-dependent fumarate reductase) (Soluble fumarate reductase, cytoplasmic isozyme)	FRD1 FRDS FRDS1 YEL047C SYGP-ORF35	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	470
YDR441C	P36973	APT2_YEAST	reviewed	Adenine phosphoribosyltransferase 2 (APRT 2) (EC 2.4.2.7)	APT2 YDR441C D9461.27	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
YNR016C	Q00955	ACAC_YEAST	reviewed	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2233
YGR254W	P00924	ENO1_YEAST	reviewed	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	ENO1 ENOA HSP48 YGR254W G9160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
YPL160W	P26637	SYLC_YEAST	reviewed	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	CDC60 YPL160W P2564	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1090
YPR145W	P49089	ASNS1_YEAST	reviewed	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 1)	ASN1 YPR145W P9659.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572
YNR050C	P38999	LYS9_YEAST	reviewed	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)	LYS9 LYS13 YNR050C N3461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
YDR009W	P13045	GAL3_YEAST	reviewed	Protein GAL3	GAL3 YDR009W YD8119.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
YBR268W	P36532	RM37_YEAST	reviewed	54S ribosomal protein L37, mitochondrial (Mitochondrial large ribosomal subunit protein mL54) (YmL37)	MRPL37 YBR268W YBR1736A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
YDR047W	P32347	DCUP_YEAST	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	HEM12 HEM6 POP3 YDR047W YD9609.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
YGL125W	P53128	MTHR2_YEAST	reviewed	Methylenetetrahydrofolate reductase 2 (EC 1.5.1.20) (YmL45)	MET13 MET11 MRPL45 YGL125W G2882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	600
YNL079C	P17536	TPM1_YEAST	reviewed	Tropomyosin-1	TPM1 YNL079C N2332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
YJL041W	P14907	NSP1_YEAST	reviewed	Nucleoporin NSP1 (Nuclear pore protein NSP1) (Nucleoskeletal-like protein) (p110)	NSP1 YJL041W J1207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	823
YPR033C	P07263	SYH_YEAST	reviewed	Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	HTS1 YPR033C YP9367.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YLR420W	P20051	PYRC_YEAST	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	URA4 YLR420W L9931.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	364
YKR069W	P36150	SUMT_YEAST	reviewed	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	MET1 MET20 YKR069W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593
YPL262W	P08417	FUMH_YEAST	reviewed	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	FUM1 YPL262W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	488
YGR234W	P39676	FHP_YEAST	reviewed	Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)	YHB1 YHB YGR234W G8572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
YBL050W	P32602	SEC17_YEAST	reviewed	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha) (Vesicular-fusion protein SEC17) (alpha-SNAP chaperone)	SEC17 YBL050W YBL0505 YBL0517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292
YHR029C	P38765	YHI9_YEAST	reviewed	Uncharacterized isomerase YHI9 (EC 5.1.-.-)	YHI9 YHR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294
YGR193C	P16451	ODPX_YEAST	reviewed	Pyruvate dehydrogenase complex protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (Pyruvate dehydrogenase complex component E3BP)	PDX1 YGR193C G7579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	410
YGL184C	P53101	STR3_YEAST	reviewed	Cystathionine beta-lyase (CBL) (EC 4.4.1.13) (Beta-cystathionase) (Cysteine lyase) (Cysteine-S-conjugate beta-lyase) (Sulfur transfer protein 3)	STR3 YGL184C G1601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
YMR086W	Q04279	SEG1_YEAST	reviewed	Eisosome protein SEG1 (Stability of eisosomes guaranteed protein 1)	SEG1 YMR086W YM9582.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	960
YMR056C	P04710	ADT1_YEAST	reviewed	ADP,ATP carrier protein 1 (ADP/ATP translocase 1) (Adenine nucleotide translocator 1) (ANT 1)	AAC1 YMR056C YM9796.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
YBR085W	P18238	ADT3_YEAST	reviewed	ADP,ATP carrier protein 3 (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3)	AAC3 YBR085W YBR0753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	307
YJR155W	P47182	AAD10_YEAST	reviewed	Putative aryl-alcohol dehydrogenase AAD10 (EC 1.1.1.-)	AAD10 YJR155W J2245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288
YNL331C	P42884	AAD14_YEAST	reviewed	Putative aryl-alcohol dehydrogenase AAD14 (EC 1.1.1.-)	AAD14 YNL331C N0300	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
YOL165C	Q08361	AAD15_YEAST	reviewed	Putative aryl-alcohol dehydrogenase AAD15 (EC 1.1.1.-)	AAD15 YOL165C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
YCR107W	P25612	AAD3_YEAST	reviewed	Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	AAD3 YCR107W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	363
YDL243C	Q07747	AAD4_YEAST	reviewed	Probable aryl-alcohol dehydrogenase AAD4 (EC 1.1.1.-)	AAD4 YDL243C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	329
YNL141W	P53909	ADE_YEAST	reviewed	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	AAH1 YNL141W N1208 N1825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347
YHR047C	P37898	AAP1_YEAST	reviewed	Alanine/arginine aminopeptidase (EC 3.4.11.-)	AAP1 YHR047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	856
YBL074C	P32357	AAR2_YEAST	reviewed	A1 cistron-splicing factor AAR2	AAR2 YBL074C YBL06.06 YBL0611	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	355
YKL106W	Q01802	AATM_YEAST	reviewed	Aspartate aminotransferase, mitochondrial (EC 2.6.1.1) (Transaminase A)	AAT1 YKL106W YKL461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
YLR027C	P23542	AATC_YEAST	reviewed	Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Transaminase A)	AAT2 ASP5 YLR027C L1746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	418
YBR236C	P32783	MCES_YEAST	reviewed	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase)	ABD1 YBR236C YBR1602	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	436
YKL112W	P14164	ABF1_YEAST	reviewed	ARS-binding factor 1 (Bidirectionally acting factor 1) (DNA replication enhancer-binding protein OBF1) (SFB-B)	ABF1 BAF1 OBF1 REB2 SBF1 YKL112W YKL505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	731
YMR072W	Q02486	ABF2_YEAST	reviewed	ARS-binding factor 2, mitochondrial	ABF2 HIM1 YMR072W YM9916.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
