Complex ID;Size;List of proteins;Quantitative prediction 0;Average abundance;Average size of simulated complexes;Best matching reference complex;Matching thr;Length of reference complex;P-value matching;Fraction of fictitious domains;Functional Enrichment (DAVID)
103;2;Q9Y6E0,P31942;2;2.0000;1.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y6E0,P31942&tool=chartReport&annot=GOTERM_MF_ALL
104;2;P35606,Q9Y678;8;8.0000;0.5000;CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex;0.0417;12;0.016188604675514747;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35606,Q9Y678&tool=chartReport&annot=GOTERM_MF_ALL
105;2;P60842,Q15056;31;31.0000;0.1935;PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex;0.1000;5;0.006761306611038122;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60842,Q15056&tool=chartReport&annot=GOTERM_MF_ALL
106;2;P60709,P36873;16;16.0000;0.3750;Pre-initiation complex (PIC);0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60709,P36873&tool=chartReport&annot=GOTERM_MF_ALL
107;2;P62942,Q02790;24;24.0000;0.2500;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62942,Q02790&tool=chartReport&annot=GOTERM_MF_ALL
108;2;P84077,P53618;15;15.0000;0.2667;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P84077,P53618&tool=chartReport&annot=GOTERM_MF_ALL
109;2;P68400,P20042;2;2.0000;2.0000;Casein kinase II (beta-dimer, alpha-dimer);0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68400,P20042&tool=chartReport&annot=GOTERM_MF_ALL
110;2;P48444,P53618;13;13.0000;0.7692;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P48444,P53618&tool=chartReport&annot=GOTERM_MF_ALL
111;2;O00330,P09622;40;40.0000;0.6000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00330,P09622&tool=chartReport&annot=GOTERM_MF_ALL
112;2;O43318,O75688;6;6.0000;0.6667;TRAF6-TAK1 complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43318,O75688&tool=chartReport&annot=GOTERM_MF_ALL
113;2;Q15428,O43143;4;4.0000;1.5000;SF3A1-SF3A2-SF3A3 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,O43143&tool=chartReport&annot=GOTERM_MF_ALL
114;2;Q12846,P63027;13;13.0000;1.0769;SNARE complex (STX4, SNAP23, VAMP2);0.6667;3;2.752227928507805e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q12846,P63027&tool=chartReport&annot=GOTERM_MF_ALL
115;2;Q96CS3,P55072;30;30.0000;0.9333;BRCA1-VCP complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96CS3,P55072&tool=chartReport&annot=GOTERM_MF_ALL
116;2;O43592,P62826;7;7.0000;1.1429;RANBP1-RAN-KPNB1 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43592,P62826&tool=chartReport&annot=GOTERM_MF_ALL
117;2;Q14240,Q04637;3;3.0000;1.3333;MNK1-eIF4F complex;0.1000;5;0.006761306611038122;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14240,Q04637&tool=chartReport&annot=GOTERM_MF_ALL
118;2;O75146,Q14247;2;2.0000;2.0000;Hip1R-cortactin complex;1.0000;2;9.174093095026037e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O75146,Q14247&tool=chartReport&annot=GOTERM_MF_ALL
119;2;P35606,O14579;35;35.0000;0.1714;CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex;0.0417;12;0.016188604675514747;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35606,O14579&tool=chartReport&annot=GOTERM_MF_ALL
120;2;O00567,Q9Y2X3;4;4.0000;1.5000;Nop56p-associated pre-rRNA complex;0.0192;104;0.004913644261695963;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00567,Q9Y2X3&tool=chartReport&annot=GOTERM_MF_ALL
121;2;Q8WUM4,Q9Y5K6;10;10.0000;0.2000;RICH1/AMOT polarity complex, Flag-Rich1 precipitated;0.0556;9;0.012153838532286191;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WUM4,Q9Y5K6&tool=chartReport&annot=GOTERM_MF_ALL
122;2;P06396,O43707;49;49.0000;0.1224;Prune-Gelsolin complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P06396,O43707&tool=chartReport&annot=GOTERM_MF_ALL
123;2;P07737,O00401;0;0;0;N-WASp homomer;0.5000;1;0.0013540961408264013;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07737,O00401&tool=chartReport&annot=GOTERM_MF_ALL
124;2;P35998,Q15008;1;1.0000;2.0000;PA700 complex;0.1000;20;0.00017430776880549394;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35998,Q15008&tool=chartReport&annot=GOTERM_MF_ALL
125;2;Q9BZV1,P55072;24;24.0000;0.8333;BRCA1-VCP complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9BZV1,P55072&tool=chartReport&annot=GOTERM_MF_ALL
126;2;P52907,Q9Y5K6;11;11.0000;0.3636;RICH1/AMOT polarity complex, Flag-Rich1 precipitated;0.2222;9;3.30267351420937e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P52907,Q9Y5K6&tool=chartReport&annot=GOTERM_MF_ALL
127;2;Q9NTJ3,O95347;1;1.0000;2.0000;CAP(C)-CAP(E) complex;1.0000;2;9.174093095026037e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9NTJ3,O95347&tool=chartReport&annot=GOTERM_MF_ALL
128;2;P10599,Q06830;121;121.0000;0.0661;Sulphiredoxin-peroxiredoxin complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10599,Q06830&tool=chartReport&annot=GOTERM_MF_ALL
129;2;P84243,P62805;47;47.0000;0.0851;Histone H3.3 complex;0.2222;9;3.30267351420937e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P84243,P62805&tool=chartReport&annot=GOTERM_MF_ALL
130;2;Q01082,Q99459;4;4.0000;2.0000;CDC5L core complex;0.0833;6;0.00811081570530816;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q01082,Q99459&tool=chartReport&annot=GOTERM_MF_ALL
131;2;O95249,P46459;8;8.0000;0.5000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O95249,P46459&tool=chartReport&annot=GOTERM_MF_ALL
132;2;P09874,O75367;46;46.0000;0.1304;CDK8-MED6-PARP1 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P09874,O75367&tool=chartReport&annot=GOTERM_MF_ALL
133;2;P35998,Q99460;0;0;0;PA700 complex;0.1000;20;0.00017430776880549394;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35998,Q99460&tool=chartReport&annot=GOTERM_MF_ALL
134;2;P48643,P62736;69;69.0000;0.0580;WIP-WASp-actin-myosin-IIa complex;0.0833;6;0.00811081570530816;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P48643,P62736&tool=chartReport&annot=GOTERM_MF_ALL
135;2;Q15428,P62306;4;4.0000;1.5000;(E.F.G) complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,P62306&tool=chartReport&annot=GOTERM_MF_ALL
136;2;Q13200,P62191;1;1.0000;2.0000;PA700 complex;0.1000;20;0.00017430776880549394;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13200,P62191&tool=chartReport&annot=GOTERM_MF_ALL
137;2;P50402,P60709;85;85.0000;0.0471;Emerin-actin-NMI complex;0.6667;3;2.752227928507805e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50402,P60709&tool=chartReport&annot=GOTERM_MF_ALL
138;2;P10599,P04406;220;220.0000;0.0364;GAIT complex;0.1250;4;0.005410880107443487;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10599,P04406&tool=chartReport&annot=GOTERM_MF_ALL
139;2;P30101,P11166;34;34.0000;0.1176;HMGB1-HMGB2-HSC70-ERP60-GAPDH complex;0.1000;5;0.006761306611038122;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P30101,P11166&tool=chartReport&annot=GOTERM_MF_ALL
140;2;P50395,P61019;93;93.0000;0.0645;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50395,P61019&tool=chartReport&annot=GOTERM_MF_ALL
141;2;P50395,P51151;32;32.0000;0.2500;RAB9-TIP47-MPRI complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50395,P51151&tool=chartReport&annot=GOTERM_MF_ALL
142;2;P34932,O43765;5;5.0000;0.8000;HSP70-BAG5-PARK2 complex;0.1250;4;0.005410880107443487;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P34932,O43765&tool=chartReport&annot=GOTERM_MF_ALL
143;2;Q9Y265,O96019;4;4.0000;1.0000;TIP49-TIP48-BAF53 complex;0.6667;3;2.752227928507805e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y265,O96019&tool=chartReport&annot=GOTERM_MF_ALL
144;2;P18031,P19022;5;5.0000;0.4000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18031,P19022&tool=chartReport&annot=GOTERM_MF_ALL
145;2;O14980,P62826;18;18.0000;1.0000;Snurportin-CRM1-RanGTP complex;0.6667;3;2.752227928507805e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O14980,P62826&tool=chartReport&annot=GOTERM_MF_ALL
146;2;P35998,O00232;9;9.0000;0.6667;PA700 complex;0.1000;20;0.00017430776880549394;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35998,O00232&tool=chartReport&annot=GOTERM_MF_ALL
147;2;P68400,Q13526;0;0;0;Casein kinase II (beta-dimer, alpha-dimer);0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68400,Q13526&tool=chartReport&annot=GOTERM_MF_ALL
148;2;Q16539,O43464;26;26.0000;0.4615;LATS1-HTRA2-BIRC4 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16539,O43464&tool=chartReport&annot=GOTERM_MF_ALL
149;2;Q13347,Q04637;7;7.0000;0.5714;EIF3 complex (EIF3B, EIF3J, EIF3I);0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13347,Q04637&tool=chartReport&annot=GOTERM_MF_ALL
150;2;P31150,Q9H0U4;61;61.0000;0.1311;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31150,Q9H0U4&tool=chartReport&annot=GOTERM_MF_ALL
151;2;Q08211,Q07666;5;5.0000;1.2000;Sam68-p120GAP complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q08211,Q07666&tool=chartReport&annot=GOTERM_MF_ALL
152;2;P08754,P62873;5;5.0000;1.2000;G protein complex (HDAC4, GNB1, GNG2);0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08754,P62873&tool=chartReport&annot=GOTERM_MF_ALL
153;2;Q14103,P04792;50;50.0000;0.0800;PIN1-AUF1 complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14103,P04792&tool=chartReport&annot=GOTERM_MF_ALL
154;2;Q9Y6E0,Q01844;2;2.0000;1.0000;CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex;0.0833;6;0.00811081570530816;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y6E0,Q01844&tool=chartReport&annot=GOTERM_MF_ALL
155;2;P62701,P15880;26;26.0000;0.3077;40S ribosomal subunit, cytoplasmic;0.0308;65;0.00051466662263096;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62701,P15880&tool=chartReport&annot=GOTERM_MF_ALL
156;2;P55060,P62826;53;53.0000;0.4528;RANBP1-RAN-KPNB1 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55060,P62826&tool=chartReport&annot=GOTERM_MF_ALL
157;2;Q92615,P63244;5;5.0000;0.8000;G protein complex (GNG2, GNB2L1, RAF1);0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q92615,P63244&tool=chartReport&annot=GOTERM_MF_ALL
158;2;Q8TEQ6,Q9UHI6;1;1.0000;2.0000;SMN complex (GEMIN5,4,3), SMN-independent intermediate;0.6667;3;2.752227928507805e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8TEQ6,Q9UHI6&tool=chartReport&annot=GOTERM_MF_ALL
159;2;Q04637,Q14103;0;0;0;PABPC1-HSPA8-HNRPD-EIF4G1 complex;0.4000;5;9.174093095026016e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q04637,Q14103&tool=chartReport&annot=GOTERM_MF_ALL
160;2;O15144,Q9BR76;14;14.0000;0.4286;Arp2/3 protein complex;0.0714;7;0.009459407390297488;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O15144,Q9BR76&tool=chartReport&annot=GOTERM_MF_ALL
161;2;Q10567,Q00610;10;10.0000;1.0000;Profilin 1 complex;0.0833;6;0.00811081570530816;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q10567,Q00610&tool=chartReport&annot=GOTERM_MF_ALL
162;2;P68363,Q13509;62;62.0000;0.0968;60S APC containing complex;0.0714;7;0.009459407390297488;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68363,Q13509&tool=chartReport&annot=GOTERM_MF_ALL
163;2;P40763,Q07666;0;0;0;STAT3 homodimer copmplex;0.5000;1;0.0013540961408264013;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P40763,Q07666&tool=chartReport&annot=GOTERM_MF_ALL
164;2;Q8WUM4,Q9H553;1;1.0000;2.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WUM4,Q9H553&tool=chartReport&annot=GOTERM_MF_ALL
165;2;P20073,Q9H553;3;3.0000;0.6667;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P20073,Q9H553&tool=chartReport&annot=GOTERM_MF_ALL
166;2;P06730,P60842;8;8.0000;0.2500;MNK1-eIF4F complex;0.4000;5;9.174093095026016e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P06730,P60842&tool=chartReport&annot=GOTERM_MF_ALL
167;2;P19784,P67870;4;4.0000;1.0000;Casein kinase II (beta-dimer, alpha'-dimer);1.0000;2;9.174093095026037e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P19784,P67870&tool=chartReport&annot=GOTERM_MF_ALL
168;2;Q05397,P15311;1;1.0000;2.0000;FAK-beta5 integrin complex, VEGF induced;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q05397,P15311&tool=chartReport&annot=GOTERM_MF_ALL
169;2;Q08211,Q00839;2;2.0000;1.0000;GR-hnRNP U complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q08211,Q00839&tool=chartReport&annot=GOTERM_MF_ALL
170;2;P35222,O95996;1;1.0000;2.0000;Cell-cell junction complex (CDH1-CTNNB1);0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35222,O95996&tool=chartReport&annot=GOTERM_MF_ALL
171;2;P36507,P28482;2;2.0000;1.0000;HDAC4-ERK2 complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P36507,P28482&tool=chartReport&annot=GOTERM_MF_ALL
172;2;Q13617,Q8N668;0;0;0;MURR1-NF(kappa)Bp65-IKBA complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13617,Q8N668&tool=chartReport&annot=GOTERM_MF_ALL
173;2;P11802,P08238;0;0;0;CDK4-CCND1 complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11802,P08238&tool=chartReport&annot=GOTERM_MF_ALL
174;2;P05787,P04083;20;20.0000;0.1000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P05787,P04083&tool=chartReport&annot=GOTERM_MF_ALL
175;2;Q13185,Q16695;1;1.0000;2.0000;CEN complex;0.0135;37;0.049490562610416074;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13185,Q16695&tool=chartReport&annot=GOTERM_MF_ALL
176;2;P42224,P63244;16;16.0000;0.5000;Stat1-alpha-dimer-CBP DNA-protein complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P42224,P63244&tool=chartReport&annot=GOTERM_MF_ALL
177;2;P09429,P61978;15;15.0000;0.1333;Casein kinase II-HMG1 complex;0.1250;4;0.005410880107443487;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P09429,P61978&tool=chartReport&annot=GOTERM_MF_ALL
178;2;P67870,P20042;10;10.0000;0.2000;Casein kinase II (beta-dimer, alpha-dimer);0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P67870,P20042&tool=chartReport&annot=GOTERM_MF_ALL
179;2;Q9UNE7,P11142;0;0;0;DNAJB2-HSPA8-PSMA3 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UNE7,P11142&tool=chartReport&annot=GOTERM_MF_ALL
180;2;O95819,P16333;0;0;0;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O95819,P16333&tool=chartReport&annot=GOTERM_MF_ALL
181;2;P63208,Q15843;5;5.0000;0.4000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.4000;5;9.174093095026016e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63208,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
182;2;P23142,P14543;15;15.0000;0.1333;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23142,P14543&tool=chartReport&annot=GOTERM_MF_ALL
183;2;O43242,Q9Y5K5;0;0;0;PA700 complex;0.0250;20;0.02690761504772322;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43242,Q9Y5K5&tool=chartReport&annot=GOTERM_MF_ALL
184;2;P06400,P35232;2;2.0000;1.0000;TRIM27-RB1 complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P06400,P35232&tool=chartReport&annot=GOTERM_MF_ALL
185;2;Q13619,P07900;3;3.0000;0.6667;Ubiquitin E3 ligase (CHEK1, CUL4A);0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13619,P07900&tool=chartReport&annot=GOTERM_MF_ALL
186;2;Q13464,P61586;7;7.0000;0.2857;MRIP-RHOA complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13464,P61586&tool=chartReport&annot=GOTERM_MF_ALL
187;2;P49720,P28074;1;1.0000;2.0000;20S proteasome;0.1429;14;8.348424716473677e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P49720,P28074&tool=chartReport&annot=GOTERM_MF_ALL
188;2;O95433,P07900;2;2.0000;1.0000;eNOS-HSP90 complex, VEGF induced;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O95433,P07900&tool=chartReport&annot=GOTERM_MF_ALL
189;2;P02511,P04792;203;203.0000;0.0099;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P04792&tool=chartReport&annot=GOTERM_MF_ALL
190;2;O15400,O95721;6;6.0000;0.3333;SNARE complex (STX1A, SNAP29);0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O15400,O95721&tool=chartReport&annot=GOTERM_MF_ALL
191;2;P07332,P07900;0;0;0;eNOS-HSP90 complex, VEGF induced;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07332,P07900&tool=chartReport&annot=GOTERM_MF_ALL
192;2;P07900,P11142;5;5.0000;0.4000;eNOS-HSP90 complex, VEGF induced;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07900,P11142&tool=chartReport&annot=GOTERM_MF_ALL
193;2;P07910,P62993;5;5.0000;0.4000;GRB2-SHP-2 complex, PDGF stimulated;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07910,P62993&tool=chartReport&annot=GOTERM_MF_ALL
194;2;Q13232,P22392;16;16.0000;0.1250;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13232,P22392&tool=chartReport&annot=GOTERM_MF_ALL
195;2;Q15327,Q8WZ42;30;30.0000;0.0667;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15327,Q8WZ42&tool=chartReport&annot=GOTERM_MF_ALL
196;2;Q16401,P62191;0;0;0;PA700 complex;0.1000;20;0.00017430776880549394;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16401,P62191&tool=chartReport&annot=GOTERM_MF_ALL
197;2;P55196,P61981;1;1.0000;2.0000;BRAF-RAF1-14-3-3 complex;0.0556;9;0.012153838532286191;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55196,P61981&tool=chartReport&annot=GOTERM_MF_ALL
198;2;O76041,Q15942;23;23.0000;0.0870;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O76041,Q15942&tool=chartReport&annot=GOTERM_MF_ALL
199;2;P02671,P02675;69;69.0000;0.0290;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02671,P02675&tool=chartReport&annot=GOTERM_MF_ALL
200;2;Q13131,P11021;3;3.0000;0.6667;NDPKA-AMPKalpha1 complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13131,P11021&tool=chartReport&annot=GOTERM_MF_ALL
201;2;P26368,Q9UHX1;0;0;0;17S U2 snRNP;0.0606;33;0.00048439211541736956;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P26368,Q9UHX1&tool=chartReport&annot=GOTERM_MF_ALL
202;2;P29083,Q08117;0;0;0;TFIIE complex;0.2500;2;0.0027072748723421347;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P29083,Q08117&tool=chartReport&annot=GOTERM_MF_ALL
203;2;Q15428,P09661;0;0;0;SF3A1-SF3A2-SF3A3 complex;0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,P09661&tool=chartReport&annot=GOTERM_MF_ALL
204;2;P43034,P30622;2;2.0000;1.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P43034,P30622&tool=chartReport&annot=GOTERM_MF_ALL
205;2;P23396,P63244;17;17.0000;0.5882;G protein complex (GNG2, GNB2L1, RAF1);0.1667;3;0.004059536194545261;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23396,P63244&tool=chartReport&annot=GOTERM_MF_ALL
206;2;P02671,P02679;101;101.0000;0.0198;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02671,P02679&tool=chartReport&annot=GOTERM_MF_ALL
